Dataset,TargetID,SensitiveAttribute,Run,TargetModel,ProbCorrectRawIn,ProbCorrectRawOut,AdvantageRaw,ProbCorrectSynIn,ProbCorrectSynOut,AdvantageSyn,PrivacyAdvantage
new,ID1408,X11,0,BayesianNet,1,0.3572,0.6428,0.200085,0.198243,0.001842,0.640958
new,ID1408,X11,0,IndependentHistogram,1,0.3572,0.6428,0.243744,0.244317,-0.00057,0.64337
new,ID1408,X11,0,PrivBayesEps1.0,1,0.3572,0.6428,0.132514,0.132626,-0.00011,0.64291
new,ID1408,X11,1,BayesianNet,1,0.291675,0.708325,0.301314,0.3023,-0.00099,0.709315
new,ID1408,X11,1,IndependentHistogram,1,0.291675,0.708325,0.264001,0.261334,0.002667,0.705658
new,ID1408,X11,1,PrivBayesEps1.0,1,0.291675,0.708325,0.132028,0.132224,-0.0002,0.708525
new,ID1408,X11,2,BayesianNet,1,0.376707,0.623293,0.210535,0.224032,-0.0135,0.636793
new,ID1408,X11,2,IndependentHistogram,1,0.376707,0.623293,0.247824,0.244456,0.003368,0.619925
new,ID1408,X11,2,PrivBayesEps1.0,1,0.376707,0.623293,0.124422,0.134427,-0.01,0.633293
new,ID1408,X11,3,BayesianNet,1,0.263144,0.736856,0.164132,0.162485,0.001647,0.735209
new,ID1408,X11,3,IndependentHistogram,1,0.263144,0.736856,0.24641,0.247394,-0.00098,0.737836
new,ID1408,X11,3,PrivBayesEps1.0,1,0.263144,0.736856,0.125492,0.134896,-0.0094,0.746256
new,ID1408,X11,4,BayesianNet,1,0.288764,0.711236,0.181378,0.1572,0.024178,0.687058
new,ID1408,X11,4,IndependentHistogram,1,0.288764,0.711236,0.248303,0.251413,-0.00311,0.714346
new,ID1408,X11,4,PrivBayesEps1.0,1,0.288764,0.711236,0.131716,0.128359,0.003357,0.707879
new,ID1408,X11,5,BayesianNet,1,0.307641,0.692359,0.176349,0.165869,0.010481,0.681878
new,ID1408,X11,5,IndependentHistogram,1,0.307641,0.692359,0.242496,0.242833,-0.00034,0.692699
new,ID1408,X11,5,PrivBayesEps1.0,1,0.307641,0.692359,0.128103,0.126565,0.001537,0.690822
new,ID1408,X11,6,BayesianNet,1,0.268327,0.731673,0.200993,0.192978,0.008014,0.723659
new,ID1408,X11,6,IndependentHistogram,1,0.268327,0.731673,0.250278,0.245526,0.004752,0.726921
new,ID1408,X11,6,PrivBayesEps1.0,1,0.268327,0.731673,0.13262,0.136562,-0.00394,0.735613
new,ID1408,X11,7,BayesianNet,1,0.345027,0.654973,0.243531,0.22707,0.01646,0.638513
new,ID1408,X11,7,IndependentHistogram,1,0.345027,0.654973,0.257147,0.252742,0.004405,0.650568
new,ID1408,X11,7,PrivBayesEps1.0,1,0.345027,0.654973,0.129285,0.128885,0.000399,0.654574
new,ID1408,X11,8,BayesianNet,1,0.285774,0.714226,0.184637,0.167938,0.0167,0.697526
new,ID1408,X11,8,IndependentHistogram,1,0.285774,0.714226,0.251906,0.247561,0.004344,0.709882
new,ID1408,X11,8,PrivBayesEps1.0,1,0.285774,0.714226,0.134609,0.13241,0.002198,0.712028
new,ID1408,X11,9,BayesianNet,1,0.24134,0.75866,0.154905,0.14492,0.009985,0.748675
new,ID1408,X11,9,IndependentHistogram,1,0.24134,0.75866,0.26234,0.266723,-0.00438,0.76304
new,ID1408,X11,9,PrivBayesEps1.0,1,0.24134,0.75866,0.123387,0.131391,-0.008,0.76666
new,ID1408,X12,0,BayesianNet,1,0.518425,0.481575,0.422607,0.426204,-0.0036,0.485175
new,ID1408,X12,0,IndependentHistogram,1,0.518425,0.481575,0.178809,0.190343,-0.01153,0.493105
