ID1408,BayesianNet,Correlations,0,0.3,0.0,0.3,1,0.7
ID1408,BayesianNet,Correlations,1,0.3,0.4,-0.10000000000000003,1,1.1
ID1408,BayesianNet,Correlations,2,0.4,0.7,-0.29999999999999993,1,1.2999999999999998
ID1408,BayesianNet,Correlations,3,0.9,0.6,0.30000000000000004,1,0.7
ID1408,BayesianNet,Correlations,4,0.4,0.2,0.2,1,0.8
ID1408,BayesianNet,Correlations,5,0.2,0.4,-0.2,1,1.2
ID1408,BayesianNet,Correlations,6,0.6,0.5,0.09999999999999998,1,0.9
ID1408,BayesianNet,Correlations,7,0.5,0.7,-0.19999999999999996,1,1.2
ID1408,BayesianNet,Correlations,8,0.4,0.5,-0.09999999999999998,1,1.1
ID1408,BayesianNet,Correlations,9,0.5,0.3,0.2,1,0.8
ID1408,BayesianNet,Histogram,0,0.6,0.4,0.19999999999999996,1,0.8
ID1408,BayesianNet,Histogram,1,0.5,0.4,0.09999999999999998,1,0.9
ID1408,BayesianNet,Histogram,2,0.4,0.3,0.10000000000000003,1,0.8999999999999999
ID1408,BayesianNet,Histogram,3,0.4,0.0,0.4,1,0.6
ID1408,BayesianNet,Histogram,4,0.2,0.4,-0.2,1,1.2
ID1408,BayesianNet,Histogram,5,0.3,0.4,-0.10000000000000003,1,1.1
ID1408,BayesianNet,Histogram,6,0.2,0.3,-0.09999999999999998,1,1.1
ID1408,BayesianNet,Histogram,7,0.2,0.2,0.0,1,1.0
ID1408,BayesianNet,Histogram,8,0.4,0.3,0.10000000000000003,1,0.8999999999999999
ID1408,BayesianNet,Histogram,9,0.1,0.3,-0.19999999999999998,1,1.2
ID1408,BayesianNet,Naive,0,0.5,0.5,0.0,1,1.0
ID1408,BayesianNet,Naive,1,0.3,0.2,0.09999999999999998,1,0.9
ID1408,BayesianNet,Naive,2,0.1,0.0,0.1,1,0.9
ID1408,BayesianNet,Naive,3,0.6,0.5,0.09999999999999998,1,0.9
ID1408,BayesianNet,Naive,4,0.1,0.5,-0.4,1,1.4
ID1408,BayesianNet,Naive,5,0.9,0.9,0.0,1,1.0
ID1408,BayesianNet,Naive,6,0.3,0.1,0.19999999999999998,1,0.8
ID1408,BayesianNet,Naive,7,0.1,0.1,0.0,1,1.0
ID1408,BayesianNet,Naive,8,0.5,0.2,0.3,1,0.7
ID1408,BayesianNet,Naive,9,0.2,0.1,0.1,1,0.9
ID1408,IndependentHistogram,Correlations,0,0.4,0.5,-0.09999999999999998,1,1.1
ID1408,IndependentHistogram,Correlations,1,0.4,0.5,-0.09999999999999998,1,1.1
ID1408,IndependentHistogram,Correlations,2,0.4,0.4,0.0,1,1.0
ID1408,IndependentHistogram,Correlations,3,0.8,0.4,0.4,1,0.6
ID1408,IndependentHistogram,Correlations,4,0.4,0.6,-0.19999999999999996,1,1.2
ID1408,IndependentHistogram,Correlations,5,0.5,0.4,0.09999999999999998,1,0.9
ID1408,IndependentHistogram,Correlations,6,0.6,0.7,-0.09999999999999998,1,1.1
ID1408,IndependentHistogram,Correlations,7,0.2,0.4,-0.2,1,1.2
ID1408,IndependentHistogram,Correlations,8,0.3,0.5,-0.2,1,1.2
ID1408,IndependentHistogram,Correlations,9,0.4,0.6,-0.19999999999999996,1,1.2
ID1408,IndependentHistogram,Histogram,0,0.4,0.3,0.10000000000000003,1,0.8999999999999999
ID1408,IndependentHistogram,Histogram,1,0.1,0.0,0.1,1,0.9
ID1408,IndependentHistogram,Histogram,2,0.3,0.4,-0.10000000000000003,1,1.1
ID1408,IndependentHistogram,Histogram,3,0.1,0.1,0.0,1,1.0
ID1408,IndependentHistogram,Histogram,4,0.1,0.1,0.0,1,1.0
ID1408,IndependentHistogram,Histogram,5,0.1,0.2,-0.1,1,1.1
ID1408,IndependentHistogram,Histogram,6,0.2,0.2,0.0,1,1.0
ID1408,IndependentHistogram,Histogram,7,0.3,0.5,-0.2,1,1.2
ID1408,IndependentHistogram,Histogram,8,0.3,0.4,-0.10000000000000003,1,1.1
ID1408,IndependentHistogram,Histogram,9,0.2,0.2,0.0,1,1.0
ID1408,IndependentHistogram,Naive,0,0.1,0.4,-0.30000000000000004,1,1.3
ID1408,IndependentHistogram,Naive,1,0.7,0.4,0.29999999999999993,1,0.7000000000000001
ID1408,IndependentHistogram,Naive,2,0.6,0.5,0.09999999999999998,1,0.9
ID1408,IndependentHistogram,Naive,3,0.3,0.1,0.19999999999999998,1,0.8
ID1408,IndependentHistogram,Naive,4,0.4,0.7,-0.29999999999999993,1,1.2999999999999998
ID1408,IndependentHistogram,Naive,5,0.3,0.4,-0.10000000000000003,1,1.1
ID1408,IndependentHistogram,Naive,6,0.8,0.7,0.10000000000000009,1,0.8999999999999999
ID1408,IndependentHistogram,Naive,7,0.7,0.7,0.0,1,1.0
ID1408,IndependentHistogram,Naive,8,0.7,0.2,0.49999999999999994,1,0.5
ID1408,IndependentHistogram,Naive,9,0.6,0.6,0.0,1,1.0
ID1408,PrivBayesEps1.0,Correlations,0,0.4,0.5,-0.09999999999999998,1,1.1
ID1408,PrivBayesEps1.0,Correlations,1,0.3,0.5,-0.2,1,1.2
ID1408,PrivBayesEps1.0,Correlations,2,0.0,0.2,-0.2,1,1.2
ID1408,PrivBayesEps1.0,Correlations,3,0.8,0.9,-0.09999999999999998,1,1.1
ID1408,PrivBayesEps1.0,Correlations,4,0.3,0.9,-0.6000000000000001,1,1.6
ID1408,PrivBayesEps1.0,Correlations,5,0.9,0.5,0.4,1,0.6
ID1408,PrivBayesEps1.0,Correlations,6,0.1,0.5,-0.4,1,1.4
ID1408,PrivBayesEps1.0,Correlations,7,1.0,0.0,1.0,1,0.0
ID1408,PrivBayesEps1.0,Correlations,8,0.3,0.3,0.0,1,1.0
ID1408,PrivBayesEps1.0,Correlations,9,0.6,0.2,0.39999999999999997,1,0.6000000000000001
ID1408,PrivBayesEps1.0,Histogram,0,0.3,0.2,0.09999999999999998,1,0.9
ID1408,PrivBayesEps1.0,Histogram,1,1.0,0.5,0.5,1,0.5
ID1408,PrivBayesEps1.0,Histogram,2,0.2,0.0,0.2,1,0.8
