Dataset,TargetID,SensitiveAttribute,Run,TargetModel,ProbCorrectRawIn,ProbCorrectRawOut,AdvantageRaw,ProbCorrectSynIn,ProbCorrectSynOut,AdvantageSyn,PrivacyAdvantage
new,ID1408,X11,0,BayesianNet,1,0.172841,0.829436,0.180621,0.176931,0.003689,0.825747
new,ID1408,X11,0,IndependentHistogram,1,0.172841,0.829436,0.21422,0.215234,-0.00101,0.830446
new,ID1408,X11,0,PrivBayesEps1.0,1,0.172841,0.829436,0.116169,0.10067,0.015499,0.813937
new,ID1408,X11,1,BayesianNet,1,0.162638,0.812033,0.181169,0.177885,0.003284,0.808749
new,ID1408,X11,1,IndependentHistogram,1,0.162638,0.812033,0.216774,0.21719,-0.00042,0.812453
new,ID1408,X11,1,PrivBayesEps1.0,1,0.162638,0.812033,0.117329,0.113165,0.004164,0.807869
new,ID1408,X11,2,BayesianNet,1,0.161151,0.847216,0.179526,0.164912,0.014614,0.832602
new,ID1408,X11,2,IndependentHistogram,1,0.161151,0.847216,0.213203,0.213712,-0.00051,0.847726
new,ID1408,X11,2,PrivBayesEps1.0,1,0.161151,0.847216,0.107926,0.106087,0.001839,0.845377
new,ID1408,X11,3,BayesianNet,1,0.16902,0.831273,0.172487,0.172473,1.38E-05,8.31E-01
new,ID1408,X11,3,IndependentHistogram,1,0.16902,0.831273,0.213701,0.211575,0.002125,0.829148
new,ID1408,X11,3,PrivBayesEps1.0,1,0.16902,0.831273,0.105729,0.110701,-0.00497,0.836243
new,ID1408,X11,4,BayesianNet,1,0.161987,0.819036,0.168654,0.165739,0.002915,0.816121
new,ID1408,X11,4,IndependentHistogram,1,0.161987,0.819036,0.204348,0.203278,0.00107,0.817966
new,ID1408,X11,4,PrivBayesEps1.0,1,0.161987,0.819036,0.105295,0.114576,-0.00928,0.828316
new,ID1408,X11,5,BayesianNet,1,0.151528,0.81721,0.147397,0.165178,-0.01778,0.83499
new,ID1408,X11,5,IndependentHistogram,1,0.151528,0.81721,0.215282,0.212653,0.002629,0.814581
new,ID1408,X11,5,PrivBayesEps1.0,1,0.151528,0.81721,0.109542,0.109279,0.000263,0.816947
new,ID1408,X11,6,BayesianNet,1,0.147256,0.853773,0.155663,0.166083,-0.01042,0.864193
new,ID1408,X11,6,IndependentHistogram,1,0.147256,0.853773,0.20531,0.210763,-0.00545,0.859223
new,ID1408,X11,6,PrivBayesEps1.0,1,0.147256,0.853773,0.105374,0.114816,-0.00944,0.863213
new,ID1408,X11,7,BayesianNet,1,0.147319,0.846123,0.154768,0.158739,-0.00397,0.850093
new,ID1408,X11,7,IndependentHistogram,1,0.147319,0.846123,0.205649,0.207061,-0.00141,0.847533
new,ID1408,X11,7,PrivBayesEps1.0,1,0.147319,0.846123,0.108788,0.111553,-0.00276,0.848883
new,ID1408,X11,8,BayesianNet,1,0.181747,0.811896,0.184332,0.185284,-0.00095,0.812846
new,ID1408,X11,8,IndependentHistogram,1,0.181747,0.811896,0.214992,0.22184,-0.00685,0.818746
new,ID1408,X11,8,PrivBayesEps1.0,1,0.181747,0.811896,0.106534,0.111842,-0.00531,0.817206
new,ID1408,X11,9,BayesianNet,1,0.158258,0.833892,0.163724,0.161311,0.002413,0.831479
new,ID1408,X11,9,IndependentHistogram,1,0.158258,0.833892,0.211181,0.211587,-0.00041,0.834302
new,ID1408,X11,9,PrivBayesEps1.0,1,0.158258,0.833892,0.113949,0.10875,0.005198,0.828694
new,ID1408,X13,0,BayesianNet,1,0.178354,0.501383,0.188804,0.186874,0.001929,0.499454
new,ID1408,X13,0,IndependentHistogram,1,0.178354,0.501383,0.217764,0.212877,0.004887,0.496496
new,ID1408,X13,0,PrivBayesEps1.0,1,0.178354,0.501383,0.106467,0.114615,-0.00815,0.509533
new,ID1408,X13,1,BayesianNet,1,0.171801,0.530657,0.164263,0.176347,-0.01208,0.542737
new,ID1408,X13,1,IndependentHistogram,1,0.171801,0.530657,0.220082,0.221439,-0.00136,0.532017
new,ID1408,X13,1,PrivBayesEps1.0,1,0.171801,0.530657,0.114364,0.115948,-0.00158,0.532237
new,ID1408,X13,2,BayesianNet,1,0.184389,0.5031,0.17973,0.187554,-0.00782,0.51092
new,ID1408,X13,2,IndependentHistogram,1,0.184389,0.5031,0.224039,0.226388,-0.00235,0.50545
new,ID1408,X13,2,PrivBayesEps1.0,1,0.184389,0.5031,0.116501,0.109879,0.006622,0.496478
new,ID1408,X13,3,BayesianNet,1,0.158004,0.472625,0.17405,0.158371,0.01568,0.456945
new,ID1408,X13,3,IndependentHistogram,1,0.158004,0.472625,0.205633,0.217138,-0.01151,0.484135
new,ID1408,X13,3,PrivBayesEps1.0,1,0.158004,0.472625,0.111506,0.115936,-0.00443,0.477055
new,ID1408,X13,4,BayesianNet,1,0.168299,0.498597,0.177976,0.177812,0.000164,0.498433
new,ID1408,X13,4,IndependentHistogram,1,0.168299,0.498597,0.212487,0.209517,0.002969,0.495628
new,ID1408,X13,4,PrivBayesEps1.0,1,0.168299,0.498597,0.110558,0.114385,-0.00383,0.502427
new,ID1408,X13,5,BayesianNet,1,0.15965,0.479419,0.171334,0.163087,0.008247,0.471172
new,ID1408,X13,5,IndependentHistogram,1,0.15965,0.479419,0.222144,0.223475,-0.00133,0.480749
new,ID1408,X13,5,PrivBayesEps1.0,1,0.15965,0.479419,0.110083,0.109817,0.000266,0.479153
new,ID1408,X13,6,BayesianNet,1,0.170467,0.556563,0.182696,0.173859,0.008837,0.547726
new,ID1408,X13,6,IndependentHistogram,1,0.170467,0.556563,0.215002,0.213345,0.001657,0.554906
new,ID1408,X13,6,PrivBayesEps1.0,1,0.170467,0.556563,0.119312,0.115559,0.003753,0.55281
new,ID1408,X13,7,BayesianNet,1,0.167009,0.520936,0.165839,0.16791,-0.00207,0.523006
new,ID1408,X13,7,IndependentHistogram,1,0.167009,0.520936,0.215089,0.207622,0.007467,0.513469
new,ID1408,X13,7,PrivBayesEps1.0,1,0.167009,0.520936,0.113585,0.113583,1.94E-06,5.21E-01
new,ID1408,X13,8,BayesianNet,1,0.172243,0.52853,0.184557,0.172408,0.012149,0.516381
new,ID1408,X13,8,IndependentHistogram,1,0.172243,0.52853,0.214176,0.217116,-0.00294,0.53147
new,ID1408,X13,8,PrivBayesEps1.0,1,0.172243,0.52853,0.11114,0.116483,-0.00534,0.53387
new,ID1408,X13,9,BayesianNet,1,0.183992,0.522244,0.187764,0.197497,-0.00973,0.531974
new,ID1408,X13,9,IndependentHistogram,1,0.183992,0.522244,0.216814,0.218162,-0.00135,0.523594
new,ID1408,X13,9,PrivBayesEps1.0,1,0.183992,0.522244,0.121444,0.105704,0.01574,0.506504
new,ID143,X11,0,BayesianNet,1,0.386793,0.615104,0.368626,0.375381,-0.00676,0.621864
new,ID143,X11,0,IndependentHistogram,1,0.386793,0.615104,0.21167,0.214924,-0.00325,0.618354
new,ID143,X11,0,PrivBayesEps1.0,1,0.386793,0.615104,0.104105,0.102983,0.001123,0.613981
new,ID143,X11,1,BayesianNet,1,0.412152,0.628251,0.391679,0.390347,0.001332,0.626919
new,ID143,X11,1,IndependentHistogram,1,0.412152,0.628251,0.218612,0.214882,0.00373,0.624521
new,ID143,X11,1,PrivBayesEps1.0,1,0.412152,0.628251,0.117781,0.114802,0.002979,0.625272
new,ID143,X11,2,BayesianNet,1,0.38501,0.604371,0.368001,0.368585,-0.00058,0.604951
new,ID143,X11,2,IndependentHistogram,1,0.38501,0.604371,0.214447,0.213694,0.000754,0.603617
new,ID143,X11,2,PrivBayesEps1.0,1,0.38501,0.604371,0.1116,0.107273,0.004326,0.600045
new,ID143,X11,3,BayesianNet,1,0.396211,0.62796,0.371447,0.387862,-0.01641,0.64437
new,ID143,X11,3,IndependentHistogram,1,0.396211,0.62796,0.215891,0.212697,0.003194,0.624766
new,ID143,X11,3,PrivBayesEps1.0,1,0.396211,0.62796,0.109553,0.112738,-0.00319,0.63115
new,ID143,X11,4,BayesianNet,1,0.398643,0.608138,0.380506,0.374437,0.006069,0.602069
new,ID143,X11,4,IndependentHistogram,1,0.398643,0.608138,0.207319,0.201891,0.005428,0.60271
new,ID143,X11,4,PrivBayesEps1.0,1,0.398643,0.608138,0.106698,0.11555,-0.00885,0.616988
new,ID143,X11,5,BayesianNet,1,0.412002,0.608586,0.391148,0.388868,0.00228,0.606306
new,ID143,X11,5,IndependentHistogram,1,0.412002,0.608586,0.213489,0.209179,0.004309,0.604277
new,ID143,X11,5,PrivBayesEps1.0,1,0.412002,0.608586,0.103327,0.109281,-0.00595,0.614536
new,ID143,X11,6,BayesianNet,1,0.399843,0.593508,0.388673,0.377133,0.01154,0.581968
new,ID143,X11,6,IndependentHistogram,1,0.399843,0.593508,0.208004,0.209884,-0.00188,0.595388
new,ID143,X11,6,PrivBayesEps1.0,1,0.399843,0.593508,0.107325,0.115576,-0.00825,0.601758
new,ID143,X11,7,BayesianNet,1,0.397143,0.620964,0.391376,0.387627,0.003748,0.617216
new,ID143,X11,7,IndependentHistogram,1,0.397143,0.620964,0.207207,0.207686,-0.00048,0.621444
new,ID143,X11,7,PrivBayesEps1.0,1,0.397143,0.620964,0.108032,0.112259,-0.00423,0.625194
new,ID143,X11,8,BayesianNet,1,0.378293,0.605565,0.368934,0.370109,-0.00118,0.606745
new,ID143,X11,8,IndependentHistogram,1,0.378293,0.605565,0.21732,0.221893,-0.00457,0.610135
new,ID143,X11,8,PrivBayesEps1.0,1,0.378293,0.605565,0.109288,0.113086,-0.0038,0.609365
new,ID143,X11,9,BayesianNet,1,0.388768,0.615545,0.374438,0.372235,0.002203,0.613342
new,ID143,X11,9,IndependentHistogram,1,0.388768,0.615545,0.204909,0.209268,-0.00436,0.619905
